time,Q,T
3.000000000000000000e+02,3.000000000000000000e+01,5.024000000000000199e+01
3.010000000000000000e+02,3.000000000000000000e+01,5.024000000000000199e+01
3.020000000000000000e+02,3.000000000000000000e+01,5.024000000000000199e+01
3.030000000000000000e+02,3.000000000000000000e+01,5.024000000000000199e+01
3.040000000000000000e+02,3.000000000000000000e+01,5.024000000000000199e+01
3.050000000000000000e+02,3.000000000000000000e+01,4.990999999999999659e+01
3.060000000000000000e+02,3.000000000000000000e+01,4.990999999999999659e+01
3.070000000000000000e+02,3.000000000000000000e+01,4.959000000000000341e+01
3.080000000000000000e+02,3.000000000000000000e+01,4.990999999999999659e+01
3.090000000000000000e+02,3.000000000000000000e+01,4.990999999999999659e+01
3.100000000000000000e+02,3.000000000000000000e+01,4.990999999999999659e+01
3.110000000000000000e+02,3.000000000000000000e+01,4.990999999999999659e+01
3.120000000000000000e+02,3.000000000000000000e+01,4.959000000000000341e+01
3.130000000000000000e+02,3.000000000000000000e+01,4.959000000000000341e+01
3.140000000000000000e+02,3.000000000000000000e+01,4.959000000000000341e+01
3.150000000000000000e+02,3.000000000000000000e+01,4.959000000000000341e+01
3.160000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.170000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.180000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.190000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.200000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.210000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.220000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.230000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.240000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.250000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.260000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.270000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.280000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.290000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.300000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.310000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.320000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.330000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.340000000000000000e+02,3.000000000000000000e+01,4.927000000000000313e+01
3.350000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.360000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.370000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.380000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.390000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.400000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.410000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.420000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.430000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.440000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.450000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.460000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.470000000000000000e+02,3.000000000000000000e+01,4.895000000000000284e+01
3.480000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.490000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.500000000000000000e+02,3.000000000000000000e+01,4.861999999999999744e+01
3.510000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.520000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.530000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.540000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.550000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.560000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.570000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.580000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.590000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.600000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.610000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.620000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.630000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.640000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.650000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.660000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.670000000000000000e+02,3.000000000000000000e+01,4.829999999999999716e+01
3.680000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.690000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.700000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.710000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.720000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.730000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.740000000000000000e+02,3.000000000000000000e+01,4.797999999999999687e+01
3.750000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.760000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.770000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.780000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.790000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.800000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.810000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.820000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.830000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.840000000000000000e+02,3.000000000000000000e+01,4.765999999999999659e+01
3.850000000000000000e+02,3.000000000000000000e+01,4.732999999999999829e+01
3.860000000000000000e+02,3.000000000000000000e+01,4.732999999999999829e+01
3.870000000000000000e+02,3.000000000000000000e+01,4.732999999999999829e+01
3.880000000000000000e+02,3.000000000000000000e+01,4.732999999999999829e+01
3.890000000000000000e+02,3.000000000000000000e+01,4.732999999999999829e+01
3.900000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.910000000000000000e+02,3.000000000000000000e+01,4.732999999999999829e+01
3.920000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.930000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.940000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.950000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.960000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.970000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.980000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
3.990000000000000000e+02,3.000000000000000000e+01,4.700999999999999801e+01
4.000000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.010000000000000000e+02,8.000000000000000000e+01,4.700999999999999801e+01
4.020000000000000000e+02,8.000000000000000000e+01,4.700999999999999801e+01
4.030000000000000000e+02,8.000000000000000000e+01,4.700999999999999801e+01
4.040000000000000000e+02,8.000000000000000000e+01,4.668999999999999773e+01
4.050000000000000000e+02,8.000000000000000000e+01,4.668999999999999773e+01
4.060000000000000000e+02,8.000000000000000000e+01,4.668999999999999773e+01
4.070000000000000000e+02,8.000000000000000000e+01,4.668999999999999773e+01
4.080000000000000000e+02,8.000000000000000000e+01,4.700999999999999801e+01
4.090000000000000000e+02,8.000000000000000000e+01,4.700999999999999801e+01
4.100000000000000000e+02,8.000000000000000000e+01,4.700999999999999801e+01
4.110000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.120000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.130000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.140000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.150000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.160000000000000000e+02,8.000000000000000000e+01,4.732999999999999829e+01
4.170000000000000000e+02,8.000000000000000000e+01,4.765999999999999659e+01
4.180000000000000000e+02,8.000000000000000000e+01,4.765999999999999659e+01
4.190000000000000000e+02,8.000000000000000000e+01,4.797999999999999687e+01
4.200000000000000000e+02,8.000000000000000000e+01,4.797999999999999687e+01
4.210000000000000000e+02,8.000000000000000000e+01,4.797999999999999687e+01
4.220000000000000000e+02,8.000000000000000000e+01,4.829999999999999716e+01
4.230000000000000000e+02,8.000000000000000000e+01,4.829999999999999716e+01
4.240000000000000000e+02,8.000000000000000000e+01,4.861999999999999744e+01
4.250000000000000000e+02,8.000000000000000000e+01,4.861999999999999744e+01
4.260000000000000000e+02,8.000000000000000000e+01,4.861999999999999744e+01
4.270000000000000000e+02,8.000000000000000000e+01,4.895000000000000284e+01
4.280000000000000000e+02,8.000000000000000000e+01,4.895000000000000284e+01
4.290000000000000000e+02,8.000000000000000000e+01,4.927000000000000313e+01
4.300000000000000000e+02,8.000000000000000000e+01,4.927000000000000313e+01
4.310000000000000000e+02,8.000000000000000000e+01,4.927000000000000313e+01
4.320000000000000000e+02,8.000000000000000000e+01,4.959000000000000341e+01
4.330000000000000000e+02,8.000000000000000000e+01,4.959000000000000341e+01
4.340000000000000000e+02,8.000000000000000000e+01,4.990999999999999659e+01
4.350000000000000000e+02,8.000000000000000000e+01,4.990999999999999659e+01
4.360000000000000000e+02,8.000000000000000000e+01,5.024000000000000199e+01
4.370000000000000000e+02,8.000000000000000000e+01,5.056000000000000227e+01
4.380000000000000000e+02,8.000000000000000000e+01,5.088000000000000256e+01
4.390000000000000000e+02,8.000000000000000000e+01,5.088000000000000256e+01
4.400000000000000000e+02,8.000000000000000000e+01,5.088000000000000256e+01
4.410000000000000000e+02,8.000000000000000000e+01,5.120000000000000284e+01
4.420000000000000000e+02,8.000000000000000000e+01,5.120000000000000284e+01
4.430000000000000000e+02,8.000000000000000000e+01,5.152000000000000313e+01
4.440000000000000000e+02,8.000000000000000000e+01,5.185000000000000142e+01
4.450000000000000000e+02,8.000000000000000000e+01,5.217000000000000171e+01
4.460000000000000000e+02,8.000000000000000000e+01,5.281000000000000227e+01
4.470000000000000000e+02,8.000000000000000000e+01,5.281000000000000227e+01
4.480000000000000000e+02,8.000000000000000000e+01,5.281000000000000227e+01
4.490000000000000000e+02,8.000000000000000000e+01,5.314000000000000057e+01
4.500000000000000000e+02,8.000000000000000000e+01,5.314000000000000057e+01
4.510000000000000000e+02,8.000000000000000000e+01,5.346000000000000085e+01
4.520000000000000000e+02,8.000000000000000000e+01,5.378000000000000114e+01
4.530000000000000000e+02,8.000000000000000000e+01,5.410000000000000142e+01
4.540000000000000000e+02,8.000000000000000000e+01,5.410000000000000142e+01
4.550000000000000000e+02,8.000000000000000000e+01,5.442999999999999972e+01
4.560000000000000000e+02,8.000000000000000000e+01,5.442999999999999972e+01
4.570000000000000000e+02,8.000000000000000000e+01,5.442999999999999972e+01
4.580000000000000000e+02,8.000000000000000000e+01,5.442999999999999972e+01
4.590000000000000000e+02,8.000000000000000000e+01,5.475000000000000000e+01
4.600000000000000000e+02,8.000000000000000000e+01,5.507000000000000028e+01
4.610000000000000000e+02,8.000000000000000000e+01,5.507000000000000028e+01
4.620000000000000000e+02,8.000000000000000000e+01,5.539000000000000057e+01
4.630000000000000000e+02,8.000000000000000000e+01,5.539000000000000057e+01
4.640000000000000000e+02,8.000000000000000000e+01,5.571000000000000085e+01
4.650000000000000000e+02,8.000000000000000000e+01,5.571000000000000085e+01
4.660000000000000000e+02,8.000000000000000000e+01,5.603999999999999915e+01
4.670000000000000000e+02,8.000000000000000000e+01,5.635999999999999943e+01
4.680000000000000000e+02,8.000000000000000000e+01,5.635999999999999943e+01
4.690000000000000000e+02,8.000000000000000000e+01,5.667999999999999972e+01
4.700000000000000000e+02,8.000000000000000000e+01,5.700000000000000000e+01
4.710000000000000000e+02,8.000000000000000000e+01,5.667999999999999972e+01
4.720000000000000000e+02,8.000000000000000000e+01,5.700000000000000000e+01
4.730000000000000000e+02,8.000000000000000000e+01,5.764999999999999858e+01
4.740000000000000000e+02,8.000000000000000000e+01,5.764999999999999858e+01
4.750000000000000000e+02,8.000000000000000000e+01,5.764999999999999858e+01
4.760000000000000000e+02,8.000000000000000000e+01,5.796999999999999886e+01
4.770000000000000000e+02,8.000000000000000000e+01,5.828999999999999915e+01
4.780000000000000000e+02,8.000000000000000000e+01,5.861999999999999744e+01
4.790000000000000000e+02,8.000000000000000000e+01,5.861999999999999744e+01
4.800000000000000000e+02,8.000000000000000000e+01,5.893999999999999773e+01
4.810000000000000000e+02,8.000000000000000000e+01,5.925999999999999801e+01
4.820000000000000000e+02,8.000000000000000000e+01,5.925999999999999801e+01
4.830000000000000000e+02,8.000000000000000000e+01,5.957999999999999829e+01
4.840000000000000000e+02,8.000000000000000000e+01,5.957999999999999829e+01
4.850000000000000000e+02,8.000000000000000000e+01,5.957999999999999829e+01
4.860000000000000000e+02,8.000000000000000000e+01,5.989999999999999858e+01
4.870000000000000000e+02,8.000000000000000000e+01,5.989999999999999858e+01
4.880000000000000000e+02,8.000000000000000000e+01,6.022999999999999687e+01
4.890000000000000000e+02,8.000000000000000000e+01,6.022999999999999687e+01
4.900000000000000000e+02,8.000000000000000000e+01,6.054999999999999716e+01
4.910000000000000000e+02,8.000000000000000000e+01,6.054999999999999716e+01
4.920000000000000000e+02,8.000000000000000000e+01,6.054999999999999716e+01
4.930000000000000000e+02,8.000000000000000000e+01,6.086999999999999744e+01
4.940000000000000000e+02,8.000000000000000000e+01,6.086999999999999744e+01
4.950000000000000000e+02,8.000000000000000000e+01,6.086999999999999744e+01
4.960000000000000000e+02,8.000000000000000000e+01,6.118999999999999773e+01
4.970000000000000000e+02,8.000000000000000000e+01,6.118999999999999773e+01
4.980000000000000000e+02,8.000000000000000000e+01,6.152000000000000313e+01
4.990000000000000000e+02,8.000000000000000000e+01,6.152000000000000313e+01
5.000000000000000000e+02,8.000000000000000000e+01,6.184000000000000341e+01
5.010000000000000000e+02,8.000000000000000000e+01,6.184000000000000341e+01
5.020000000000000000e+02,8.000000000000000000e+01,6.184000000000000341e+01
5.030000000000000000e+02,8.000000000000000000e+01,6.215999999999999659e+01
5.040000000000000000e+02,8.000000000000000000e+01,6.215999999999999659e+01
5.050000000000000000e+02,8.000000000000000000e+01,6.215999999999999659e+01
5.060000000000000000e+02,8.000000000000000000e+01,6.247999999999999687e+01
5.070000000000000000e+02,8.000000000000000000e+01,6.247999999999999687e+01
5.080000000000000000e+02,8.000000000000000000e+01,6.279999999999999716e+01
5.090000000000000000e+02,8.000000000000000000e+01,6.247999999999999687e+01
5.100000000000000000e+02,8.000000000000000000e+01,6.247999999999999687e+01
5.110000000000000000e+02,8.000000000000000000e+01,6.247999999999999687e+01
5.120000000000000000e+02,8.000000000000000000e+01,6.247999999999999687e+01
5.130000000000000000e+02,8.000000000000000000e+01,6.279999999999999716e+01
5.140000000000000000e+02,8.000000000000000000e+01,6.279999999999999716e+01
5.150000000000000000e+02,8.000000000000000000e+01,6.313000000000000256e+01
5.160000000000000000e+02,8.000000000000000000e+01,6.313000000000000256e+01
5.170000000000000000e+02,8.000000000000000000e+01,6.345000000000000284e+01
5.180000000000000000e+02,8.000000000000000000e+01,6.313000000000000256e+01
5.190000000000000000e+02,8.000000000000000000e+01,6.377000000000000313e+01
5.200000000000000000e+02,8.000000000000000000e+01,6.377000000000000313e+01
5.210000000000000000e+02,8.000000000000000000e+01,6.377000000000000313e+01
5.220000000000000000e+02,8.000000000000000000e+01,6.409000000000000341e+01
5.230000000000000000e+02,8.000000000000000000e+01,6.442000000000000171e+01
5.240000000000000000e+02,8.000000000000000000e+01,6.442000000000000171e+01
5.250000000000000000e+02,8.000000000000000000e+01,6.442000000000000171e+01
5.260000000000000000e+02,8.000000000000000000e+01,6.442000000000000171e+01
5.270000000000000000e+02,8.000000000000000000e+01,6.473999999999999488e+01
5.280000000000000000e+02,8.000000000000000000e+01,6.473999999999999488e+01
5.290000000000000000e+02,8.000000000000000000e+01,6.473999999999999488e+01
5.300000000000000000e+02,8.000000000000000000e+01,6.473999999999999488e+01
5.310000000000000000e+02,8.000000000000000000e+01,6.473999999999999488e+01
5.320000000000000000e+02,8.000000000000000000e+01,6.506000000000000227e+01
5.330000000000000000e+02,8.000000000000000000e+01,6.506000000000000227e+01
5.340000000000000000e+02,8.000000000000000000e+01,6.537999999999999545e+01
5.350000000000000000e+02,8.000000000000000000e+01,6.570999999999999375e+01
5.360000000000000000e+02,8.000000000000000000e+01,6.570999999999999375e+01
5.370000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.380000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.390000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.400000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.410000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.420000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.430000000000000000e+02,8.000000000000000000e+01,6.603000000000000114e+01
5.440000000000000000e+02,8.000000000000000000e+01,6.634999999999999432e+01
5.450000000000000000e+02,8.000000000000000000e+01,6.634999999999999432e+01
5.460000000000000000e+02,8.000000000000000000e+01,6.634999999999999432e+01
5.470000000000000000e+02,8.000000000000000000e+01,6.634999999999999432e+01
5.480000000000000000e+02,8.000000000000000000e+01,6.667000000000000171e+01
5.490000000000000000e+02,8.000000000000000000e+01,6.667000000000000171e+01
5.500000000000000000e+02,0.000000000000000000e+00,6.667000000000000171e+01
5.510000000000000000e+02,0.000000000000000000e+00,6.667000000000000171e+01
5.520000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.530000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.540000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.550000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.560000000000000000e+02,0.000000000000000000e+00,6.731999999999999318e+01
5.570000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.580000000000000000e+02,0.000000000000000000e+00,6.731999999999999318e+01
5.590000000000000000e+02,0.000000000000000000e+00,6.731999999999999318e+01
5.600000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.610000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.620000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.630000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.640000000000000000e+02,0.000000000000000000e+00,6.698999999999999488e+01
5.650000000000000000e+02,0.000000000000000000e+00,6.667000000000000171e+01
5.660000000000000000e+02,0.000000000000000000e+00,6.634999999999999432e+01
5.670000000000000000e+02,0.000000000000000000e+00,6.634999999999999432e+01
5.680000000000000000e+02,0.000000000000000000e+00,6.634999999999999432e+01
5.690000000000000000e+02,0.000000000000000000e+00,6.603000000000000114e+01
5.700000000000000000e+02,0.000000000000000000e+00,6.603000000000000114e+01
5.710000000000000000e+02,0.000000000000000000e+00,6.570999999999999375e+01
5.720000000000000000e+02,0.000000000000000000e+00,6.570999999999999375e+01
5.730000000000000000e+02,0.000000000000000000e+00,6.537999999999999545e+01
5.740000000000000000e+02,0.000000000000000000e+00,6.506000000000000227e+01
5.750000000000000000e+02,0.000000000000000000e+00,6.473999999999999488e+01
5.760000000000000000e+02,0.000000000000000000e+00,6.473999999999999488e+01
5.770000000000000000e+02,0.000000000000000000e+00,6.442000000000000171e+01
5.780000000000000000e+02,0.000000000000000000e+00,6.442000000000000171e+01
5.790000000000000000e+02,0.000000000000000000e+00,6.442000000000000171e+01
5.800000000000000000e+02,0.000000000000000000e+00,6.442000000000000171e+01
5.810000000000000000e+02,0.000000000000000000e+00,6.409000000000000341e+01
5.820000000000000000e+02,0.000000000000000000e+00,6.377000000000000313e+01
5.830000000000000000e+02,0.000000000000000000e+00,6.345000000000000284e+01
5.840000000000000000e+02,0.000000000000000000e+00,6.345000000000000284e+01
5.850000000000000000e+02,0.000000000000000000e+00,6.313000000000000256e+01
5.860000000000000000e+02,0.000000000000000000e+00,6.279999999999999716e+01
5.870000000000000000e+02,0.000000000000000000e+00,6.247999999999999687e+01
5.880000000000000000e+02,0.000000000000000000e+00,6.215999999999999659e+01
5.890000000000000000e+02,0.000000000000000000e+00,6.184000000000000341e+01
5.900000000000000000e+02,0.000000000000000000e+00,6.152000000000000313e+01
5.910000000000000000e+02,0.000000000000000000e+00,6.152000000000000313e+01
5.920000000000000000e+02,0.000000000000000000e+00,6.118999999999999773e+01
5.930000000000000000e+02,0.000000000000000000e+00,6.086999999999999744e+01
5.940000000000000000e+02,0.000000000000000000e+00,6.054999999999999716e+01
5.950000000000000000e+02,0.000000000000000000e+00,6.022999999999999687e+01
5.960000000000000000e+02,0.000000000000000000e+00,6.022999999999999687e+01
5.970000000000000000e+02,0.000000000000000000e+00,5.989999999999999858e+01
5.980000000000000000e+02,0.000000000000000000e+00,5.957999999999999829e+01
5.990000000000000000e+02,0.000000000000000000e+00,5.925999999999999801e+01
6.000000000000000000e+02,0.000000000000000000e+00,5.925999999999999801e+01
